#,ingredient_name,serving_quantity,serving_unit,serving_weight_grams,sugar_mg,iron_mg,calcium_mg,sodium_mg,protein_mg,cholesterol_mg,potassium_mg,lactose_mg,vitamin_C_mg,saturated_fat_mg,trans_fat_mg,dietary_fiber_mg,calories_kcal,alcohol_mg,magnesium_mg,zinc_mg
3091,straw mushroom,1,cups,182,0,2.6026,18.2,698.88,6970.6,0,141.96,0,0,162,0,4550,58.24,0,12.74,1.2194
3092,gruyere,1,cups,108,388.8,0.1836,1091.88,771.12,32194.8,118.8,87.48,0,0,20426,0,0,446.04,0,38.88,4.212
3093,kidney beans,1,cups,184,4103.2,15.088,263.12,44.16,43387.2,0,2587.04,0,8.28,220.8,0,45816,612.72,0,257.6,5.1336
3094,yolks,1,large,17,95.2,0.4641,21.93,8.16,2696.2,184.45,18.53,11.9,0,1623.7,0,0,54.74,0,0.85,0.391
3095,chevre,1,oz,28.35,0,0.5387,39.69,130.1265,5250.4,13.041,7.371,0,0,4132,0,0,74.844,0,4.536,0.2608
3096,chicken,3,oz,85,0,1.1645,8.5,58.65,14526.5,73.1,166.6,0,2.04,3748.5,0,0,181.05,0,16.15,1.088
3097,whole milk ricotta cheese,0.5,cups,124,334.8,0.4712,256.68,104.16,13962.4,63.24,130.2,0,0,10285.8,0,0,215.76,0,13.64,1.4384
3098,porkloin,3,oz,85,0,0.4505,5.95,39.95,18139,54.4,304.3,0,0,1358.3,42.5,0,141.1,0,20.4,1.4705
3099,gouda cheese,1,oz,28.35,629.4,0.068,198.45,232.1865,7070.5,32.319,34.3035,0,0,4993.6,0,0,100.926,0,8.2215,1.1057
3100,safflower oil,1,tbsp,13.6,0,0,0,0,0,0,0,0,0,1025.6,13.1,0,120.224,0,0,0
3101,chilies,1,pepper,45,2295,0.54,8.1,3.15,900,0,153,0,109.125,9.5,0,675,18,0,11.25,0.135
3102,low fat cheddar,1,oz,28.35,147.4,0.1191,117.6525,247.4955,6903.2,5.9535,18.711,0,0,1231,0,0,49.0455,0,4.536,0.516
3103,yellow rice,1,cups,163,453.6,0.5395,7.8278,553.7773,3741.1,0,76.2655,0,0.7065,971.4,0,485.2,252.3016,0,14.8922,0.6417
3104,tamarind pulp,1,cups,120,46560,3.36,88.8,33.6,3360,0,753.6,0,4.2,326.4,0,6120,286.8,0,110.4,0.12
3105,granny smith,1,cups,109,10453.1,0.1635,5.45,1.09,479.6,0,130.8,0,0,0,0,3052,63.22,0,5.45,0.0436
3106,jam,1,tbsp,20,9700,0.098,4,6.4,74,0,15.4,0,1.76,2,0,220,55.6,0,0.8,0.012
3107,creamer,1,tbsp,15,0,0.0045,1.35,11.85,150,0,28.65,0,0,1395.6,0,0,20.4,0,0,0.003
3108,beef bouillon,1,cubes,3.6,601.6,0.036,2.16,936,574.9,0.36,16.056,0,0,155.5,0,0,7.668,0,1.836,0
3109,green bell peppers,1,cups,149,3576,0.5066,14.9,4.47,1281.4,0,260.75,0,119.796,86.4,0,2533,29.8,0,14.9,0.1937
3110,pecorino romano,1,oz,28.35,207,0.2183,301.644,406.2555,9015.3,29.484,24.381,0,0,4852.1,0,0,109.7145,0,11.6235,0.7314
3111,brown jasmine rice,1,cups,185,1221,2.3865,16.65,9.25,13949,0,462.5,0,0,1093.4,1.9,6660,678.95,0,214.6,3.9405
3112,graham cracker crumbs,5,tbsp,31,7703.5,1.1718,23.87,142.29,2073.9,0,52.7,0,0,506.2,17.1,1054,133.3,0,12.4,0.2976
3113,lemon lime soda,1,floz,369,38302.2,0.0738,7.38,36.9,332.1,0,3.69,0,0,0,0,0,151.29,0,3.69,0.0369
3114,franks redhot sauce,1,tsp,5,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0
3115,chocolate candy bars,1,bar (1.55 oz),44,22660,1.034,83.16,34.76,3366,10.12,163.68,0,0,8144,0,1496,235.4,0,27.72,1.012
3116,chicken livers,1,liver,44,0,3.9556,3.52,31.24,7444.8,151.8,101.2,0,7.876,687.7,28.6,0,52.36,0,8.36,1.1748
3117,sweet chili sauce,1,tbsp,14.61,8432.6,0.0152,0.7433,4.0592,22.8,0,3.8766,0,0.6281,0.7,0,15,34.8788,0,0.3022,0.0051
3118,bean,1,cups,184,4103.2,15.088,263.12,44.16,43387.2,0,2587.04,0,8.28,220.8,0,45816,612.72,0,257.6,5.1336
3119,molasses,1,cups,337,251806.4,15.9064,690.85,124.69,0,0,4933.68,0,0,60.7,0,0,977.3,0,815.54,0.9773
3120,smoked salmon,3,oz,85,0,0.7225,9.35,1700,15538,19.55,148.75,0,0,789.7,0,0,99.45,0,15.3,0.2635
3121,gingersnaps,1,cookie,7,1394.4,0.448,5.39,35.07,392,0,24.22,0,0,171.6,0,154,29.12,0,3.43,0.0385
3122,cajun spice,1,tbsp,12.12,195.1,0.3945,10.8524,3266.1851,462.6,0,50.6042,0,0.8755,51.6,0,829.6,11.2965,0,4.8282,0.1076
3123,jicama,1,cups,120,2160,0.72,14.4,4.8,864,0,180,0,24.24,25.2,0,5880,45.6,0,14.4,0.192
3124,chips,1,oz,28,92.4,0.3584,5.88,147.56,1789.2,0,334.88,0,6.048,952,23.5,868,148.96,0,17.64,0.3052
3125,crushed tomatoes,0.5,cups,121,5324,1.573,41.14,225.06,1984.4,0,354.53,0,11.132,48.4,0,2299,38.72,0,24.2,0.3267
3126,sage leaf,1,leaves,0.5,1.5,0.0159,0.885,0.02,15.8,0,1.475,0,0.09,0.2,0,8,0.115,0,0.32,0.0041
3127,light miracle whip,1,tbsp,15,1000.5,0.018,0.75,124.95,97.5,0,5.4,0,0,222.6,0,0,23.7,0,0.3,0.0105
3128,mahi mahi,1,fillets,204,0,2.3052,30.6,179.52,37740,148.92,848.64,0,0,383.5,0,0,173.4,0,61.2,0.9384
3129,pie crust,1,pie crust,154,6514.2,4.312,32.34,719.18,10010,0,175.56,0,0,14286.6,0,5082,782.32,0,26.18,0.7854
3130,cherry tomato,1,cherry,17,447.1,0.0459,1.7,0.85,149.6,0,40.29,0,2.329,4.8,0,204,3.06,0,1.87,0.0289
3131,turkey pepperoni,1,pieces,2,0,0.054,0.52,37.16,619.8,2.46,8.98,0,0,70.4,0,0,4.86,0,0.82,0.086
3132,graham crackers,1,cracker,15,3727.5,0.567,11.55,68.85,1003.5,0,25.5,0,0,245,8.3,510,64.5,0,6,0.144
3133,melba toast,0.5,oz,14.2,133.5,0.5254,13.206,84.916,1718.2,0,28.684,0,0,63.2,0,894.6,55.38,0,8.378,0.2854
3134,nutmeg,1,tsp,2.2,65.8,0.0669,4.048,0.352,128.5,0,7.7,0,0.066,570.7,0,457.6,11.55,0,4.026,0.0473
3135,lowfat sour cream,1,tbsp,12,36,0.0072,16.92,8.4,840,4.2,25.32,0,0.108,1044,0,0,21.72,0,1.32,0.0324
3136,butterhead lettuce,1,heads,163,1532.2,2.0212,57.05,8.15,2200.5,0,387.94,0,6.031,47.3,0,1793,21.19,0,21.19,0.326
3137,bread crumbs,1,oz,28.35,1757.7,1.3693,51.8805,207.522,3784.7,0,55.566,0,0,341.1,0,1275.8,111.9825,0,12.1905,0.4111
3138,turkey bacon,1,servings,14,0,0.196,11.2,149.66,2231.6,12.04,48.86,0,0,632.8,25.8,0,31.64,0,2.24,0.3556
3139,hawaiian rolls,1,roll,30,4614,0.822,18.6,75.9,3012,16.5,44.7,318,0.06,1054.8,50.4,930,96.3,0,7.2,0.255
3140,aperol,1,shots,43.34,14970,0.0153,0.4164,0.6998,0,0,0.6892,0,0,0,0,0,103.0026,6499.6,0.0888,0.0102
3141,habanero hot sauce,1,tsp,4.7,59.2,0.0226,0.376,124.221,24,0,6.768,0,3.5156,2.4,0,14.1,0.517,0,0.235,0.0052
3142,green cardamom,1,pod,0.2,0,0.0279,0.766,0.036,21.5,0,2.238,0,0.042,1.4,0,56,0.622,0,0.458,0.0149
3143,dried plums,1,"prune, pitted",9.5,3622.4,0.0884,4.085,0.19,207.1,0,69.54,0,0.057,8.4,0,674.5,22.8,0,3.895,0.0418
3144,mint chocolate chip ice cream,1,cups,138,31280.4,0.3066,170.88,106.26,4872,58.08,284.58,0,0.792,10027.8,0,1278,302.04,0,25.38,1.008
3145,mozzarella cheese low fat,1,cups,86,1926.4,0.1978,615.76,586.52,20321.8,55.9,112.66,1247,0,9865.9,609.7,0,261.44,0,24.94,3.1046
3146,grilled chicken,1,pieces,192,0,0.8256,11.52,412.8,56640,203.52,806.4,0,0,1943,25,0,284.16,0,59.52,1.5744
3147,vegan mayo,1,tbsp,14.1,846,0.0014,0,49.773,14.1,0,1.41,0,0,1057.5,0,0,67.962,0,0,0.0155
3148,unsweetened cocoa powder,1,tbsp,5,0,1.8,0,0,1000,0,0,0,0,0,0,1000,20.5,0,0,0
3149,mashed potato,1,cups,210,2961,0.546,44.1,699.3,4116,2.1,684.6,1491,22.05,1564.5,1085.7,3150,237.3,0,39.9,0.63
3150,black currants,1,cups,112,0,1.7248,61.6,2.24,1568,0,360.64,0,202.72,38.1,0,0,70.56,0,26.88,0.3024
3151,kimchi,1,cups,150,1950,0.735,72,415.5,2400,0,1279.5,0,1.05,19.5,0,4650,45,0,18,0.3
3152,chicken breasts,1,breast,189,0,0.6993,9.45,85.05,42525,137.97,631.26,0,0,1064.1,13.2,0,226.8,0,52.92,1.2852
3153,risotto rice,1,cups,200,0,8.46,6,2,13000,0,152,0,0,280,0,5600,716,0,46,2.2
3154,reduced fat milk,1,cups,244,12346.4,0.0488,292.8,114.68,8052,19.52,341.6,12224.4,0.488,3067.1,207.4,0,122,0,26.84,1.1712
3155,strawberry,5,large,90,4401,0.369,14.4,0.9,603,0,137.7,0,52.92,13.5,0,1800,28.8,0,11.7,0.126
3156,golden grahams,0.75,cups,31,10000,4.5,100,240,2000,0,60,0,6,0,0,2000,120,0,0,0
3157,poblano pepper,1,pepper,64,1536,0.2176,6.4,1.92,550.4,0,112,0,51.456,37.1,0,1088,12.8,0,6.4,0.0832
3158,meatballs,4,medium meatballs,113.4,3935,2.0072,90.72,755.244,16329.6,74.844,335.664,986.6,0,8649,654.3,2608.2,324.324,0,35.154,1.8824
3159,cilantro leaves,0.25,cups,4,34.8,0.0708,2.68,1.84,85.2,0,20.84,0,1.08,0.6,0,112,0.92,0,1.04,0.02
3160,brown lentils,1,cups,192,3897.6,12.4992,67.2,11.52,47289.6,0,1299.84,0,8.64,295.7,0,20544,675.84,0,90.24,6.2784
3161,basil leaves,1,leaves,0.5,1.5,0.0159,0.885,0.02,15.8,0,1.475,0,0.09,0.2,0,8,0.115,0,0.32,0.0041
3162,radish greens,1,tbsp chopped,15,435,0.045,2.4,37.2,115.5,0,16.2,0,0.39,2.4,0,255,3.9,0,0.9,0.0105
3163,boneless pork chop,3,oz,85,0,0.408,7.65,69.7,17969,50.15,293.25,0,0,3751.1,68.9,0,170.85,0,19.55,1.1135
3164,italian sausages,1,lbs,113,0,1.3334,20.34,826.03,16102.5,85.88,285.89,0,2.26,12735.1,0,0,390.98,0,15.82,2.0227
3165,thai chiles,1,pepper,3,159,0.0309,0.42,0.27,56.1,0,9.66,0,4.311,1.3,0,45,1.2,0,0.69,0.0078
3166,green salad,1,servings,85.05,1832.8,0.8576,37.422,31.3268,1234.6,0,241.4003,0,15.1673,28.1,0,1658.5,19.9868,0,19.9868,0.2197
3167,chow mein noodles,0.5,cups,28,1598.8,1.3244,5.6,328.72,2270.8,0,33.6,0,0,624.1,224,1036,133,0,14.56,0.392
3168,kidneys,3,oz,85,0,4.93,16.15,79.9,23179.5,608.6,114.75,0,0,1223.2,229.5,0,134.3,0,10.2,2.414
3169,chili pepper,1,pepper,45,2385,0.4635,6.3,4.05,841.5,0,144.9,0,64.665,18.9,0,675,18,0,10.35,0.117
3170,skippy creamy peanut butter,2,tbsp,32,3000,0.72,0,150,7000,0,0,0,0,3500,0,2000,190,0,0,0
3171,thai chilies,1,pepper,3,159,0.0309,0.42,0.27,56.1,0,9.66,0,4.311,1.3,0,45,1.2,0,0.69,0.0078
3172,pepper jack,1,slices,28,140,0.2016,208.88,168,6854.4,24.92,22.68,0,0,5338.5,0,0,104.44,0,7.56,0.84
3173,miracle whip,1,tbsp,16,1648,0.0192,0.96,126.08,32,1.44,7.84,0,0,96,0,304,13.44,0,0,0
3174,cornmeal,1,cups,122,780.8,4.209,7.32,42.7,9906.4,0,350.14,0,0,616.1,0,8906,441.64,0,154.94,2.2204
3175,garlic croutons,0.5,oz,14.2,626.2,0.4004,13.632,154.638,1533.6,0.994,25.702,0,0,745.1,0,710,66.03,0,5.964,0.1335
3176,seaweeds,1,sheets,2.6,12.7,0.0468,1.82,1.248,151.1,0,9.256,0,1.014,1.6,0,7.8,0.91,0,0.052,0.0273
3177,reduced fat mayonnaise,1,tbsp,15,534,0.021,0.9,124.05,55.5,2.4,4.65,0,0,516.9,8.4,0,35.7,0,0.3,0.0105
3178,habanero,1,pepper,45,2385,0.4635,6.3,4.05,841.5,0,144.9,0,64.665,18.9,0,675,18,0,10.35,0.117
3179,lamb chops,4,oz,114,0,1.995,7.98,80.94,27439.8,75.24,238.26,0,0,2886.5,316.9,0,167.58,0,41.04,2.508
3180,white wine vinegar,1,tbsp,14.9,6,0.0045,0.894,0.298,0,0,0.298,0,0,0,0,0,2.682,0,0.149,0.0015
3181,chuck steak,3,oz,85,0,1.8615,10.2,64.6,16294.5,56.1,285.6,0,0,4867.1,706.4,0,166.6,0,17,5.9415
3182,sparkling water,1,cups,237,0,0,33.18,2.37,0,0,0,0,0,0,0,0,0,0,0,0
3183,french onion,1,cups,160,6784,0.336,36.8,6.4,1760,0,233.6,0,11.84,67.2,0,2720,64,0,16,0.272
3184,flavored coffee creamer,1,tbsp,15,4956,0.0885,0.9,10.05,103.5,0,14.4,0,0,395.3,0,165,37.65,0,2.85,0.0375
3185,pot stickers,1,pieces,37.42,388.3,0.5349,14.2581,140.3291,3534.4,9.186,70.1086,0,5.094,853.3,40.1,479.1,78.8968,44.5,6.6489,0.3906
3186,wheat berries,1,servings,163.4,184.5,1.6318,12.434,2.084,6930,0,153,0,0,141.3,0,5490,148.05,0,56.984,1.251
3187,mustard seeds,1,tsp,2,135.8,0.1842,5.32,0.26,521.6,0,14.76,0,0.142,39.8,0,244,10.16,0,7.4,0.1216
3188,maggi,1,tsp,6,78,0.0198,1.02,409.2,420,0,26.82,0,0,2.4,0,30,3.6,0,1.74,0.0138
3189,liquid stevia,1,tsp,7.1,0,0,0.1424,0.1898,0,0,0,0,0,0,0,0,0,0,0.0475,0.0005
3190,whole wheat sourdough bread,1,slices,35,87.5,0.8388,7.4909,110.0467,2940,0,75.4076,0,0.0006,183.5,32.5,2206.7,88.3241,0,27.465,0.5414
3191,shell steaks,3,oz,85,0,1.2495,20.4,44.2,17518.5,68.85,266.05,0,0,5313.4,0,0,193.8,0,17.85,3.0005
3192,red apple,1,"medium (3"" dia)",182,18909.8,0.2184,10.92,1.82,473.2,0,194.74,0,8.372,51,0,4368,94.64,0,9.1,0.0728
3193,equal,1,tsp,3.5,2824.5,0.0014,0,0,76,0,0.14,0,0,0,0,0,12.775,0,0,0.0004
3194,saltine crackers,1,cracker square,3,38.7,0.1671,0.57,28.23,283.8,0,4.56,0,0,49.6,5,84,12.54,0,0.69,0.0207
3195,habaneros,1,pepper,45,2385,0.4635,6.3,4.05,841.5,0,144.9,0,64.665,18.9,0,675,18,0,10.35,0.117
3196,rice noodles,2,oz,57,68.4,0.399,10.26,103.74,3391.5,0,17.1,0,0,87.2,0,912,207.48,0,6.84,0.4218
3197,wheat noodles,1,cups,91,2493.4,3.2942,26.39,5.46,12621.7,0,394.94,0,0,389.5,1.8,8372,320.32,0,116.48,2.7027
3198,multigrain bread,1,slices,26,1661.4,0.65,26.78,99.06,3473.6,0,59.8,148.2,0.026,226.7,0,1924,68.9,0,20.28,0.442
3199,lager,1,cans,356,0,0.0712,14.24,14.24,1637.6,0,96.12,0,0,0,0,0,153.08,13884,21.36,0.0356
3200,dillweed,5,sprigs,1,0,0.0659,2.08,0.61,34.6,0,7.38,0,0.85,0.6,0,21,0.43,0,0.55,0.0091
3201,peanut butter,2,tbsp,32,2080,0.6912,17.28,152.32,7017.6,0,189.44,0,0,3046.1,0,1824,188.16,0,57.28,0.8544
3202,white cheese,1,cups,118,2076.8,0.2124,814.2,830.72,24048.4,82.6,148.68,1888,0,16120,1050.2,0,365.8,0,34.22,3.6108
3203,marjoram,1,tsp,0.6,24.5,0.4963,11.94,0.462,76,0,9.132,0,0.3084,3.2,0,241.8,1.626,0,2.076,0.0216
3204,nonfat milk,1,cups,245,12470.5,0.0735,298.9,102.9,8256.5,4.9,382.2,12470.5,0,137.2,0,0,83.3,0,26.95,1.029
3205,chili paste,1,tbsp,32,9504.4,0.126,4.16,894.63,671.3,0,16.14,0,2.874,41.1,0,192,56.33,0,3.01,0.1848
3206,large eggs,1,large,50,185,0.875,28,71,6280,186,69,0,0,1563,19,0,71.5,0,6,0.645
3207,arugula,0.5,cups,10,205,0.146,16,2.7,258,0,36.9,0,1.5,8.6,0,160,2.5,0,4.7,0.047
3208,cod fillets,3,oz,85,0,0.323,13.6,45.9,15138.5,36.55,351.05,0,0.85,111.4,0,0,69.7,0,27.2,0.3825
3209,canned chickpeas,1,cups,240,0,2.952,84,667.2,11808,0,345.6,0,0.24,489.6,0,10560,211.2,0,64.8,1.656
3210,oregano,1,leaves,1,40.9,0.368,15.97,0.25,90,0,12.6,0,0.023,15.5,0,425,2.65,0,2.7,0.0269
3211,corn kernels,1,ears,102,6385.2,0.5304,2.04,15.3,3335.4,0,275.4,0,6.936,331.5,0,2040,87.72,0,37.74,0.4692
3212,rabbits,3,oz,85,0,2.0145,17,31.45,25823,73.1,255,0,0,2133.5,0,0,175.1,0,17,2.0145
3213,shaved parmesan cheese,1,cups,100,70,0.49,853,1804,28420,86,180,0,0,15371,876,0,420,0,34,4.2
3214,rashers,1,slices,28,280,0.1148,1.4,185.36,3533.6,18.48,55.44,0,0,3722.9,37.2,0,116.76,0,3.36,0.3304
3215,toasted sesame seeds,1,oz,28.35,0,4.1845,280.3815,3.1185,4808.2,0,134.6625,0,0,1905.7,0,3969,160.1775,0,100.926,2.0299
3216,tostadas,1,servings,354.8,4189.4,3.5838,307.356,1001.6275,34319.2,89.7425,950.45,26.6,10.0603,11594.9,55.3,8651.9,560.285,0,95.041,3.338
3217,white pepper,1,"tsp, ground",2.4,0,0.3434,6.36,0.12,249.6,0,1.752,0,0.504,15,0,628.8,7.104,0,2.16,0.0271
3218,parmigiano reggiano cheese,1,tbsp,5,3.5,0.0245,42.65,90.2,1421,4.3,9,0,0,768.6,43.8,0,21,0,1.7,0.21
3219,green chiles,1,pepper,45,2295,0.54,8.1,3.15,900,0,153,0,109.125,9.5,0,675,18,0,11.25,0.135
3220,balsamic,1,tbsp,16,2392,0.1152,4.32,3.68,78.4,0,17.92,0,0,0,0,0,14.08,0,1.92,0.0128
3221,zaatar,1,tbsp,4.24,102,1.4666,33.0442,175.8584,561.6,0,50.2819,0,0.4569,123.3,0,1005.5,14.5281,0,10.9077,0.2088
3222,vanilla soymilk,1,cups,243,6998.4,1.0692,298.89,94.77,6002.1,0,298.89,0,0,500.6,0,972,99.63,0,38.88,0.6075
3223,old fashioned oats,0.5,cups,40.5,401,1.7213,21.06,2.43,5325.8,0,146.61,0,0,449.6,0,4090.5,153.495,0,55.89,1.4742
3224,mexican crema,2,tbsp,29.7,926.7,0.0263,24.4811,156.08,775.1,25.3567,32.203,926.7,0.2191,4896.8,299,0,79.2426,0,2.4881,0.0837
3225,crescent rolls,1,roll,28.4,2786.9,0.5024,9.267,115.7285,2029.5,16.5825,29.205,0,0.0495,2885.6,0,643.5,100.485,0,3.9965,0.186
3226,chocolate chip cookie dough ice cream,1,servings,67,15394.8,0.194,77.78,70.47,2378.6,26.89,132,0,0.36,4661.3,172.9,525,155.77,0,10.08,0.449
3227,center cut bacon,1,slices,28,280,0.1148,1.4,185.36,3533.6,18.48,55.44,0,0,3722.9,37.2,0,116.76,0,3.36,0.3304
3228,green enchilada sauce,2,Tbsp,30,1050,0.195,2.7,180,339,0,77.7,0,3.69,0,0,570,11.4,0,5.7,0.075
3229,turkey meatballs,1,meatball,36,1265.8,0.8321,20.0992,119.13,2515.3,10.2915,92.0973,34.6,3.5451,486.4,10.3,558.4,37.2982,0,7.9586,0.3265
3230,white rice,1,cups,185,222,7.9735,51.8,9.25,13190.5,0,212.75,0,0,333,0,2405,675.25,0,46.25,2.0165
3231,peach preserves,1,tbsp,20,9700,0.098,4,6.4,74,0,15.4,0,1.76,2,0,220,55.6,0,0.8,0.012
3232,farmers cheese,1,cups,122,2830.4,0.244,690.52,916.22,22069.8,84.18,157.38,2830.4,0,15786.8,1017.5,0,364.78,0,29.28,3.1476
3233,ras el hanout,1,tsp,1.8,27.6,0.2576,6.701,264.2411,116.8,0,14.7454,0,0.163,21,0.2,287.2,3.3804,0,2.4208,0.0328
3234,daikon radishes,1,"radish (7"" long)",338,8450,1.352,91.26,70.98,2028,0,767.26,0,74.36,101.4,0,5408,60.84,0,54.08,0.507
3235,edam cheese,1,oz,28.35,405.4,0.1247,207.2385,230.202,7084.7,25.2315,53.298,0,0,4981.7,0,0,101.2095,0,8.505,1.0631
3236,sausages,1,link,25,232.5,0.255,2,184.75,3847.5,17.5,76.75,0,0,1892.5,25.3,0,72,0,3.75,0.5025
3237,tomato puree,1,cups,250,12075,4.45,45,70,4125,0,1097.5,0,26.5,72.5,0,4750,95,0,57.5,0.9
3238,seasoning salt,0.25,tsp,1.2,7.8,0.1146,3.5859,379.924,24.8,0,3.4529,0,0.0859,6.6,0,84.9,0.6173,0,0.7375,0.01
3239,rib eye steak,3,oz,85,0,1.5385,6.8,44.2,16371,57.8,209.1,0,0,6258.6,0,0,193.8,0,17,4.216
3240,light mayonnaise,1,tbsp,15,534,0.021,0.9,124.05,55.5,2.4,4.65,0,0,516.9,8.4,0,35.7,0,0.3,0.0105
3241,stilton,1,oz,28.35,141.8,0.0879,149.688,324.891,6066.9,21.2625,72.576,0,0,5292.7,0,0,100.0755,0,6.5205,0.7541
3242,sole fillets,1,fillet,163,0,0.2934,34.23,482.48,20228.3,73.35,260.8,0,0,718.8,17.9,0,114.1,0,29.34,0.5216
3243,fruit cocktail,1,cups,248,44416.8,0.7192,14.88,14.88,967.2,0,218.24,0,4.712,24.8,0,2480,181.04,0,12.4,0.1984
3244,dry quinoa,1,cups,170,0,7.769,79.9,8.5,24004,0,957.1,0,0,1200.2,0,11900,625.6,0,334.9,5.27
3245,vanilla,1,tsp,4.2,531.3,0.005,0.462,0.378,2.5,0,6.216,0,0,0.4,0,0,12.096,1444.8,0.504,0.0046
3246,brat,1,link cooked,85,0,0.4505,23.8,719.1,11662,62.9,295.8,0,0,8498.3,0,0,283.05,0,17.85,2.7625
3247,sugar snap peas,1,cups,98,3920,2.0384,42.14,3.92,2744,0,196,0,58.8,38.2,0,2548,41.16,0,23.52,0.2646
3248,tia maria,1,servings,52,19916,0.0312,0.52,4.16,52,0,15.6,0,0,55.1,0,0,174.72,11284,1.56,0.0156
3249,beef consomme,1,cups,240,1296,0.648,19.2,475.2,4728,0,444,0,0,84,0,0,31.2,0,16.8,0.408
3250,low sodium pinto beans,0.5,cups,120,1224,1.764,56.4,175.2,5520,0,331.2,0,0.84,139.2,0,5520,98.4,0,39.6,0.672
3251,lowfat milk,1,cups,244,12688,0.0732,305,107.36,8222.8,12.2,366,12688,0,1544.5,0,0,102.48,0,26.84,1.0248
3252,granulated garlic,1,tsp,3.1,75.3,0.1752,2.449,1.86,513.1,0,36.983,0,0.0372,7.7,0,279,10.261,0,2.387,0.0927
3253,dried fruit,0.25,cups,45,22743,1.0035,15.66,10.08,1078.2,0,348.57,0,1.557,24.7,0,3492,110.25,0,14.76,0.1791
3254,turkey breakfast sausage,1,patties,35,0,0.3745,11.2,223.65,5397,56,80.15,0,0.175,1343.7,0,0,82.25,0,5.6,1.043
3255,beef steaks,3,oz,85,0,1.2495,20.4,44.2,17518.5,68.85,266.05,0,0,5313.4,0,0,193.8,0,17.85,3.0005
3256,stuffing,1,oz,28.35,578.3,0.2693,8.505,135.7965,774,0,18.9945,0,0,657.4,586.8,226.8,55.2825,0,3.1185,0.0652
3257,pearl barley,1,cups,200,1600,5,58,18,19820,0,560,0,0,488,0,31200,704,0,158,4.26
3258,cereals,1,cups,28,1220.8,9.2876,112.28,139.16,3385.2,0,179.48,0,6.048,420,5.6,2632,105.28,0,31.92,4.6844
3259,peanut sauce,1,tbsp,18,3072.6,0.1638,3.96,240.84,1135.8,0,42.3,0,0,523.3,6.3,324,46.26,0,8.1,0.1404
3260,yellow peppers,1,"pepper, large",186,0,0.8556,20.46,3.72,1860,0,394.32,0,341.31,57.7,0,1674,50.22,0,22.32,0.3162
3261,frozen cherries,1,cups,155,13981,0.8215,20.15,1.55,1426,0,192.2,0,2.635,155,0,2480,71.3,0,13.95,0.155
3262,squid,1,"oz, boneless",28.35,0,0.1928,9.072,12.474,4416.9,66.0555,69.741,0,1.3325,101.5,0,0,26.082,0,9.3555,0.4338
3263,jelly,1,tbsp,20,9700,0.098,4,6.4,74,0,15.4,0,1.76,2,0,220,55.6,0,0.8,0.012
3264,raspberry sherbet,0.5,cups,74,17996.8,0.1036,39.96,34.04,814,0.74,71.04,0,1.702,858.4,0,962,106.56,0,5.92,0.3552
3265,celery seed,1,tsp,2,13.4,0.898,35.34,3.2,361.4,0,28,0,0.342,43.8,0,236,7.84,0,8.8,0.1386
3266,lemon cucumber,1,medium,201,3356.7,0.5628,32.16,4.02,1306.5,0,295.47,0,5.628,74.4,0,1005,30.15,0,26.13,0.402
3267,tropicana,1,cups,249,20691.9,0.3237,27.39,4.98,1693.2,0,443.22,0,83.664,34.9,0,747,122.01,0,27.39,0.1743
3268,absinthe,1.5,floz,42,0,0.0168,0,0.42,0,0,0.84,0,0,0,0,0,123.9,17850,0,0.0168
3269,whipped topping,2,tbsp,8,1844,0.0096,0.48,2,100,0,1.44,0,0,1742.6,0,0,25.44,0,0.16,0.0024
3270,dried mango,4,slices,42,27833.4,0.0966,0,68.04,1029,0,117.18,0,17.766,120.5,0,1008,133.98,0,8.4,0.126
3271,imitation crab meat,3,oz,85,5312.5,0.3315,11.05,449.65,6477,17,76.5,0,0,183.6,6.8,425,80.75,0,36.55,0.2805
3272,apricots,1,apricot,35,3234,0.1365,4.55,0.35,490,0,90.65,0,3.5,9.5,0,700,16.8,0,3.5,0.07
3273,pearl couscous,1,servings,135,756,1.728,9.45,1.35,7830,0,59.4,0,0,237.6,0,2430,213.3,0,24.3,0.6885
3274,salsa verde,2,Tbsp,30,1050,0.195,2.7,180,339,0,77.7,0,3.69,0,0,570,11.4,0,5.7,0.075
3275,mini chocolate chips,1,cups,173,94285,5.4149,55.36,19.03,7266,0,631.45,0,0,30707.5,0,10207,830.4,0,198.95,2.8026
3276,campbells condensed tomato soup,0.5,cups,122,12000,0.72,0,480,2000,0,690,0,6,0,0,1000,90,0,0,0
3277,fenugreek,1,tsp,3.7,0,1.2406,6.512,2.479,851,0,28.49,0,0.111,54,0,910.2,11.951,0,7.067,0.0925
3278,elbows,0.5,cups,56,2000,1.8,0,0,7000,0,0,0,0,0,0,6000,180,0,0,0
3279,jerusalem artichokes,1,cups,150,14400,5.1,21,6,3000,0,643.5,0,6,0,0,2400,109.5,0,25.5,0.18
3280,swordfish,3,oz,85,0,0.323,4.25,68.85,16711,56.1,355.3,0,0,1361.7,40,0,122.4,0,24.65,0.561
3281,roasted pumpkin seeds,0.25,cups,29.5,380.6,2.3807,15.34,75.52,8802.8,0,232.46,0,0.531,2520.5,12.4,1917.5,169.33,0,162.25,2.2538
