#,ingredient_name,serving_quantity,serving_unit,serving_weight_grams,sugar_mg,iron_mg,calcium_mg,sodium_mg,protein_mg,cholesterol_mg,potassium_mg,lactose_mg,vitamin_C_mg,saturated_fat_mg,trans_fat_mg,dietary_fiber_mg,calories_kcal,alcohol_mg,magnesium_mg,zinc_mg
1916,vanilla ice cream,1,cups,132,28010.4,0.1188,168.96,105.6,4620,58.08,262.68,0,0.792,8962.8,0,924,273.24,0,18.48,0.9108
1917,hamburger,1,sandwich,226,0,5.8534,101.7,791,34284.2,122.04,569.52,0,1.13,10518,0,0,540.14,0,49.72,5.6726
1918,ground mustard,1,tsp,2,135.8,0.1842,5.32,0.26,521.6,0,14.76,0,0.142,39.8,0,244,10.16,0,7.4,0.1216
1919,puffcorn,1,oz,28.35,782.5,0.3119,16.443,254.016,1633,1.134,55.8495,601,0,1562.7,228.5,623.7,158.193,0,5.67,0.1701
1920,frozen blueberries,1,cups,155,13097.5,0.279,12.4,1.55,651,0,83.7,0,3.875,82.2,0,4185,79.05,0,7.75,0.1085
1921,chocolate milk,1,cups,250,23850,0.6,280,150,7925,30,417.5,0,2.25,5260,0,2000,207.5,0,32.5,1.025
1922,flageolet,1,cups,182,673.4,4.2952,125.58,0,14978.6,0,707.98,0,1.638,178.4,0,19110,254.8,0,96.46,1.8746
1923,ranch dip,2,tbsp,30,1407,0.09,8.4,270.3,396,7.8,19.2,405,0,2089.2,54.6,0,129,0,1.5,0.051
1924,key lime juice,1,lime yields,44,743.6,0.0396,6.16,0.88,184.8,0,51.48,0,13.2,3.5,0,176,11,0,3.52,0.0352
1925,sour dough bread,1,slices,64,2956.8,2.5024,33.28,385.28,6880,0,74.88,0,0,338.6,3.2,1408,174.08,0,20.48,0.6656
1926,low sodium soy sauce,1,tbsp,14.2,71,0.1917,4.26,510.916,1285.1,0,49.984,0,0,5,0,99.4,8.094,0,9.798,0.1122
1927,alfalfa sprouts,1,cups,33,66,0.3168,10.56,1.98,1316.7,0,26.07,0,2.706,22.8,0,627,7.59,0,8.91,0.3036
1928,spinach artichoke dip,0.25,cups,59.7,984.8,0.4683,58.3475,237.6977,3025.4,21.3973,139.8738,617.4,2.8309,4331.6,8.2,1819,113.703,0,20.4736,0.3562
1929,pecan nuts,1,nut,1.49,59.2,0.0377,1.043,0,136.6,0,6.109,0,0.0164,92.1,0,143,10.2959,0,1.8029,0.0675
1930,cinnamon raisin bread,1,slices,26,1476.8,0.754,17.16,90.22,2054,0,59.02,0,0.026,281.1,0,1118,71.24,0,6.76,0.1872
1931,buttercream,2,tbsp,32,19288.2,0.0164,5.4255,2.6908,155.7,18.7961,8.452,0,0.0234,4474.2,283.7,0,143.4756,511.6,0.6785,0.0207
1932,bittersweet chocolate,1,oz,28.35,258,4.9329,28.6335,6.804,4059.7,0.567,235.305,0,0,9150.5,0,4706.1,182.007,0,92.7045,2.7301
1933,beef stew,1,bowls,504,8929.7,6.6658,111.4967,329.9051,57905.7,171.6215,1614.1398,0,35.2102,7420.4,768.4,6666.3,535.0994,0,93.6619,14.3266
1934,taco size flour tortillas,1,tortilla,40,0,1.32,15.6,191.2,3480,0,52.4,0,0,698,0,1320,130,0,10.4,0.284
1935,dried cranberry,0.25,cups,40,29024,0.156,3.6,2,68,0,19.6,32,0.08,35.2,1.2,2120,123.2,0,1.6,0.04
1936,naan bread,1,pieces,90,3195,2.925,75.6,418.5,8658,0,112.5,225,0,1253.7,37.8,1980,261.9,0,24.3,0.729
1937,beef,4,oz,114,0,2.1774,7.98,66.12,21295.2,75.24,348.84,0,0,7877.4,0,0,266.76,0,21.66,4.275
1938,fresh tomatoes,1,"medium whole (2-3/5"" dia)",123,3234.9,0.3321,12.3,6.15,1082.4,0,291.51,0,16.851,34.4,0,1476,22.14,0,13.53,0.2091
1939,thin spaghetti,1,cups,91,2429.7,3.003,19.11,5.46,11866.4,0,202.93,0,0,252.1,0,2912,337.61,0,48.23,1.2831
1940,crisps,1,oz,28,92.4,0.3584,5.88,147.56,1789.2,0,334.88,0,6.048,952,23.5,868,148.96,0,17.64,0.3052
1941,camembert cheese,1,oz,28.35,130.4,0.0936,109.998,238.707,5613.3,20.412,53.0145,0,0,4325.9,0,0,85.05,0,5.67,0.6747
1942,rye,1,slices,32,1232,0.9056,23.36,192.96,2720,0,53.12,0,0.128,200.3,0,1856,82.88,0,12.8,0.3648
1943,extra lean ground turkey,1,patties,85,0,0.6545,2.55,43.35,20034.5,46.75,250.75,0,0,414,14.5,0,95.2,0,24.65,1.496
1944,green olives,1,olive,2.7,14.6,0.0132,1.404,42.012,27.8,0,1.134,0,0,54.8,0,89.1,3.915,0,0.297,0.0011
1945,sourdough pretzels,1,nugget,3,66.3,0.1374,0.81,37.2,301.2,0,6.69,0,0.063,11.7,0.1,102,11.52,0,0.87,0.0312
1946,boneless skinless chicken breasts,1,breast,189,0,0.6993,9.45,85.05,42525,137.97,631.26,0,0,1064.1,13.2,0,226.8,0,52.92,1.2852
1947,candy canes,1,candy cane,14,8806,0.042,0.42,5.32,0,0,0.7,0,0,0,0,0,55.16,0,0.42,0.0014
1948,pudding mix,1,packages,99,67181.4,1.2771,11.88,1753.29,2277,0,233.64,0,0,816.8,0,3564,374.22,0,44.55,0.6138
1949,sandwich,2,slices of bread,58,3427.8,2.0242,77.14,294.64,6217.6,0,102.66,0,0.116,450.7,15.1,2320,154.86,0,26.1,0.6902
1950,peanut butter cups,1,cups,17,8018.9,0.2057,13.26,60.69,1740.8,1.02,58.31,0,0.051,1824.1,0,612,87.55,0,10.54,0.2176
1951,dried mushrooms,1,mushroom,3.6,79.6,0.0619,0.396,0.468,344.9,0,55.224,0,0.126,8.1,0,414,10.656,0,4.752,0.2758
1952,sorghum syrup,1,tbsp,21,15729,0.798,31.5,1.68,0,0,210,0,0,0,0,0,60.9,0,21,0.0861
1953,butterfinger candy bars,1,servings,60,27540,0.474,21.6,138,3240,0,132,0,0,5700,24,1200,275.4,0,28.8,0.6
1954,vanilla soy milk,1,cups,243,6998.4,1.0692,298.89,94.77,6002.1,0,298.89,0,0,500.6,0,972,99.63,0,38.88,0.6075
1955,red peppers,1,cups,149,6258,0.6407,10.43,5.96,1475.1,0,314.39,0,190.273,40.2,0,3129,46.19,0,17.88,0.3725
1956,hawaiian bread,1,slices,57,8766.6,1.5618,35.34,144.21,5722.8,31.35,84.93,604.2,0.114,2004.1,95.8,1767,182.97,0,13.68,0.4845
1957,caramelized onion,0.5,cups,97.5,4504.1,0.2301,21.8697,219.1631,1231.9,22.8762,143.9893,0,4.2898,5491.2,348.8,1154.9,116.0936,0,9.7692,0.1864
1958,smoked turkey bacon,1,servings,14,0,0.196,11.2,149.66,2231.6,12.04,48.86,0,0,632.8,25.8,0,31.64,0,2.24,0.3556
1959,fuji apples,1,medium,192,22425.6,0.192,13.44,1.92,384,0,209.28,0,0,0,0,4032,120.96,0,9.6,0.0768
1960,doritos,1,oz,28.35,734.3,0.3289,38.8395,195.8985,2086.6,0,63.2205,0,0.1134,1098.9,52.5,1445.9,147.1365,0,21.2625,0.3912
1961,mustard sauce,1,cups,255.33,6671.9,1.3678,140.0529,520.7176,4588.9,152.2286,348.4685,0,9.8625,26566.8,1.6,1638.5,486.541,6921.6,35.1042,0.7156
1962,jif peanut butter,2,tbsp,32,2080,0.6912,17.28,152.32,7017.6,0,189.44,0,0,3046.1,0,1824,188.16,0,57.28,0.8544
1963,whole wheat spaghetti,1,cups,91,2493.4,3.2942,26.39,5.46,12621.7,0,394.94,0,0,389.5,1.8,8372,320.32,0,116.48,2.7027
1964,hot pepper sauce,1,tsp,4.7,59.2,0.0226,0.376,124.221,24,0,6.768,0,3.5156,2.4,0,14.1,0.517,0,0.235,0.0052
1965,lowfat chocolate milk,1,cups,250,24850,0.575,322.5,162.5,8650,12.5,430,0,1,1460,0,250,155,0,32.5,1.075
1966,creamed spinach,1,servings,183.56,2143.8,3.946,177.1835,194.8175,5603.7,25.1001,848.4821,1235.5,40.8111,5034.9,116.3,3297.1,122.6728,0,116.2077,0.917
1967,buns,1,servings,44,3203.2,1.5092,63.36,217.36,4298.8,0,53.68,0,0.572,370.5,11.9,792,122.76,0,10.12,0.3212
1968,tri tip roast,3,oz,85,0,1.2665,21.25,44.2,17544,56.1,269.45,0,0,2669,0,0,140.25,0,17.85,3.043
1969,candied cherries,1,pieces,4,2358.8,0.016,0.12,1.76,0,0,0.2,0,0,0,0,4,15.84,0,0.04,0
1970,sugar free chocolate chips,1,tbsp,11,0,2.16,0,0,1200,0,0,0,0,2985,0,1200,68.8,0,0,0
1971,halibut,1,fillets,408,0,0.6528,28.56,277.44,75724.8,199.92,1774.8,0,0,1191.4,0,0,371.28,0,93.84,1.4688
1972,breads,1,slices,36.8,2086.6,1.3285,52.992,180.32,3256.8,0,46.368,0,0,256.9,9.9,993.6,97.888,0,8.464,0.2723
1973,egg,1,large,50,185,0.875,28,71,6280,186,69,0,0,1563,19,0,71.5,0,6,0.645
1974,crushed graham crackers,5,tbsp,31,7703.5,1.1718,23.87,142.29,2073.9,0,52.7,0,0,506.2,17.1,1054,133.3,0,12.4,0.2976
1975,turmeric,1,tsp,3,96.3,1.65,5.04,0.81,290.4,0,62.4,0,0.021,55.1,1.7,681,9.36,0,6.24,0.135
1976,light brown sugar,1,tsp unpacked,3,2910.6,0.0213,2.49,0.84,3.6,0,3.99,0,0,0,0,0,11.4,0,0.27,0.0009
1977,turkey sausage links,1,servings,57,0,0.6669,10.83,338.01,10710.3,42.75,149.34,0,1.311,1118.9,199.5,0,88.35,0,10.83,1.7442
1978,reduced sodium chicken broth,1,cups,240,528,0.624,19.2,554.4,3264,0,204,0,0.96,0,0,0,16.8,0,2.4,0.192
1979,au jus,0.25,cups,61.25,5.2,0.1781,4.6889,460.3828,768.9,6.2059,33.6382,0,0,2899.6,0,99.8,60.4684,0,1.7966,0.0128
1980,beef sausage,1,link,75,0,1.1475,11.25,616.5,11625,62.25,175.5,0,0.525,11323.5,1815,0,303.75,0,9.75,2.19
1981,balsamic vinaigrette dressing,2,tbsp,29.4,3166.4,0.0764,3.822,291.942,120.5,0,24.696,0,0.1176,866.7,19.7,0,70.56,0,1.47,0.0206
1982,lavash,1,pieces,85.05,1105.7,2.2283,73.143,455.868,7739.6,0,102.06,0,0,141.2,0,1871.1,233.8875,0,22.113,0.7144
1983,apple butter,1,tbsp,17,6001,0.0527,2.38,2.55,66.3,0,15.47,0,0.102,9,0,255,29.41,0,0.68,0.0102
1984,coffee granules,1,tsp,1,0,0.0441,1.41,0.37,122,0,35.35,0,0,2,0,0,3.53,0,3.27,0.0035
1985,chicken bouillon,1,tsp,2,347.2,0.0206,3.74,477.5,333.2,0.26,6.18,0,0.022,68.6,0,0,5.34,0,1.12,0.0018
1986,dough,1,pie crust (average weight),229,0,2.3358,22.9,936.61,6801.3,0,167.17,0,0,21974.8,0,4122,1019.05,0,18.32,0.458
1987,boiled eggs,1,large,50,560,0.595,25,62,6290,186.5,63,0,0,1633.5,0,0,77.5,0,5,0.525
1988,vanilla vodka,1.5,floz,40,1996,0.0048,0.02,0.4,0,0,0.42,0,0,0,0,0,95.52,12692,0,0.0002
1989,egg white powder,1,tbsp,7,0,0.0168,6.23,86.66,5768,0,78.12,0,0,0,0,0,26.32,0,5.04,0.0112
1990,nacho chips,1,chip,3,23.4,0.0456,3.18,9.84,213,0,5.46,0,0,84.3,24.4,162,14.16,0,2.52,0.0414
1991,unsweetened coconut milk,1,cups,235.72,0,0.7458,10.4616,11.4628,456.5,0,49.72,0,0.226,4274.8,0,0,44.522,0,12.5272,0.1479
1992,brie,1,oz,28.35,127.6,0.1418,52.164,178.3215,5882.6,28.35,43.092,0,0,4935.7,0,0,94.689,0,5.67,0.6747
1993,chocolate chunk cookie,1,"medium (3"" diameter)",30,9870,1.674,6.3,93.3,1530,0,51.3,0,0,2427.3,205.2,600,147.6,0,12.3,0.216
1994,buttered toast,1,pieces,33.73,1647.1,1.0479,42.895,172.5091,2606.7,10.1679,37.675,0,0,2631.8,162.9,783,111.0488,0,6.7646,0.2189
1995,neufchatel cream cheese,2,tbsp,28.4,906,0.0369,33.228,94.856,2598.6,21.016,43.168,906,0,3632.4,0,0,71.852,0,2.84,0.2329
1996,ginger juice,1,floz,30.2,40.7,0.2376,2.238,1.484,107.8,0,15.84,0,0.0084,31.2,0,169.2,4.02,0,2.858,0.0466
1997,thai basil,5,leaves,2.5,7.5,0.0793,4.425,0.1,78.8,0,7.375,0,0.45,1,0,40,0.575,0,1.6,0.0203
1998,sparkling wine,1,flute,147,1411.2,0.3969,13.23,7.35,102.9,0,104.37,0,0,0,0,0,120.54,15141,14.7,0.1764
1999,corn tortilla chips,1,chip,3,23.4,0.0456,3.18,9.84,213,0,5.46,0,0,84.3,24.4,162,14.16,0,2.52,0.0414
2000,gingersnap cookies,1,cookie,7,1394.4,0.448,5.39,35.07,392,0,24.22,0,0,171.6,0,154,29.12,0,3.43,0.0385
2001,plain greek yogurt,6,oz,170,5508,0.119,187,61.2,17323,8.5,239.7,4318,0,198.9,10.2,0,100.3,0,18.7,0.884
2002,chocolate liqueur,1.5,floz,36.75,14750.3,0.0162,0.1478,0.3675,0,0,0.735,0,0,0,0,0,107.9491,7338,0,0.0103
2003,stir fry vegetable,1,cups,237.82,5289.7,1.8698,83.7359,916.573,6034.1,0,601.9458,238.1,153.6017,1554.6,0,5007.2,170.5536,0,49.6154,0.7966
2004,peanuts,1,peanut,1,49,0.0158,0.58,4.1,243.5,0,6.34,0,0,77.2,0.3,84,5.87,0,1.78,0.0277
2005,silk unsweetened,1,cups,244.24,1514.9,3.2447,63.954,9.3564,7541.3,0,371.38,0,1.24,596,0,1922,92.1733,0,60.1024,1.033
2006,chick peas,1,cups,200,21400,8.62,114,48,40940,0,1436,0,8,1206,0,24400,756,0,158,5.52
2007,sauce,0.5,cups,132,6481.2,0.9636,34.32,576.84,1834.8,2.64,422.4,0,2.64,287.8,9.2,2376,66,0,23.76,0.264
2008,harissa paste,1,tbsp,14.2,68.8,0.7087,9.6989,227.6582,871.1,0,148.1142,0,1.2559,352.7,0,1757.3,46.294,0,9.1412,0.1128
2009,catfish,3,oz,85,0,0.1955,6.8,83.3,12945.5,46.75,256.7,0,0,1113.5,44.2,0,101.15,0,16.15,0.408
2010,homemade yogurt,1,servings,138.11,7558.9,0.0567,183.2091,67.7474,5725.1,8.1339,223.2228,6343.9,0.1304,1074.9,0,0,66.6205,0,16.5563,0.6441
2011,beef demi glace,1,cups,636.97,4028,3.1464,66.0422,1193.1817,12986,32.8,1193.4275,0,2.0146,8180.2,0,773,226.5905,0,48.8892,1.1765
2012,ground red pepper,1,tsp,1.8,186.1,0.1404,2.664,0.54,216.2,0,36.252,0,1.3752,58.7,0,489.6,5.724,0,2.736,0.0446
2013,porridge oats,1,cups,235.07,282.9,1.3175,279.1771,109.0943,10943.3,16.52,437.9586,0,2.065,2784.8,0,2885.7,213.6007,0,68.3386,1.866
2014,pineapple chunks,1,cups,249,35980.5,0.6972,34.86,2.49,1045.8,0,303.78,0,23.655,14.9,0,1992,149.4,0,34.86,0.249
2015,doughnuts,1,"doughnut, medium",60,13650,1.428,60.6,189.6,3684,18,61.2,0,0.72,5671.8,273,1260,252.6,0,10.2,0.366
2016,corn flake crumbs,0.25,cups,22,2090,6.358,1.1,160.38,1650,0,36.96,0,4.62,25.5,0,726,78.54,0,8.58,0.22
2017,chicken tenders,1,pieces,37,88.8,0.2738,6.66,296,6985.6,17.02,119.88,0,0,1090,49.2,333,111.74,0,10.73,0.2516
2018,wasabi,1,tbsp,20,2640,0.1,8.2,678,446,0,36.4,0,0,406.2,7.4,1220,58.4,0,4.2,0.122
2019,cupcake,1,cupcake,75,29970,2.28,22.5,261,2610,16.5,202.5,345,0.075,4437.8,988.5,1650,291.75,0,23.25,0.435
2020,whole wheat tortillas,1,servings,41,1000.4,1.0783,100.04,209.92,4001.6,0,107.42,0,0,2000,0,4018,127.1,0,34.85,0.7872
2021,creamed corn,1,cups,256,8268.8,0.9728,7.68,668.16,4454.4,0,343.04,0,11.776,166.4,0,3072,184.32,0,43.52,1.3568
2022,cream of potato soup,0.5,cups,124,1785.6,0.4216,21.08,748.96,1872.4,1.24,204.6,0,0.248,1202.8,0,1612,91.76,0,16.12,0.186
2023,hotdogs,1,frankfurter,50,655,0.6,6,496,5580,27.5,158,0,0,5489.5,0,0,158,0,4.5,1.015
2024,heath bar,1,bar 1.4 oz,39,23357.1,0.2223,11.7,123.63,1220.7,20.67,59.67,0,0.195,7324.2,0,507,210.99,0,3.9,0.0663
2025,honeycomb cereal,1.5,servings,32,10083.2,2.7008,3.52,176.96,1923.2,0,45.44,0,0,412.8,3.2,1024,126.08,0,14.4,1.5008
2026,bone marrow,1,tbsp,12.8,0,0.0288,0.3328,0.9318,448.6,13.6691,5.591,0,0,5639,0,0,104.4902,0,0.3661,0.081
2027,roasted chestnuts,10,kernels,84,8904,0.7644,24.36,1.68,2662.8,0,497.28,0,21.84,347.8,0,4284,205.8,0,27.72,0.4788
2028,olive tapenade,1,tbsp,17.19,16.9,0.4327,11.7697,118.5174,246.5,0.3401,5.118,0,0.3084,668.8,0,400.2,46.2782,0,1.1525,0.0413
2029,cointreau,1,shots,49.5,10479,0.0209,0.105,0.495,0,0,0.99,0,0,0,0,0,130.725,13026,0,0.0167
2030,stuffing mix,0.5,cups,100,2040,0.95,30,479,2730,0,67,0,0,2319,2070,800,195,0,11,0.23
2031,unsalted chicken stock,1,cups,240.1,430.1,0.2173,11.454,66.378,5067.7,13.6,73.088,0,0.935,164.6,0,88,30.8,0,8.311,0.2012
2032,tomatoes,1,"medium whole (2-3/5"" dia)",123,3234.9,0.3321,12.3,6.15,1082.4,0,291.51,0,16.851,34.4,0,1476,22.14,0,13.53,0.2091
2033,green chili peppers,1,pepper,45,2295,0.54,8.1,3.15,900,0,153,0,109.125,9.5,0,675,18,0,11.25,0.135
2034,edam,1,oz,28.35,405.4,0.1247,207.2385,230.202,7084.7,25.2315,53.298,0,0,4981.7,0,0,101.2095,0,8.505,1.0631
2035,russet potatoes,0.5,cups,75,465,0.645,9.75,3.75,1605,0,312.75,0,4.275,19.5,0,975,59.25,0,17.25,0.2175
2036,flaxseed,1,"tbsp, whole",10.3,159.7,0.5902,26.265,3.09,1883.9,0,83.739,0,0.0618,377.3,0,2811.9,55.002,0,40.376,0.447
2037,biscuits,1,"biscuit (2-1/2"" dia)",60,1308,1.74,141,348,4200,1.8,72.6,0,0.12,2594.4,0,900,211.8,0,10.8,0.324
2038,king crab legs,3,oz,85,0,0.5015,39.1,710.6,15546.5,35.7,173.4,0,5.95,76.5,0,0,71.4,0,41.65,5.0575
2039,non fat yogurt,1,containers,170,13056,0.153,338.3,130.9,9741,3.4,433.5,0,1.53,197.2,0,0,95.2,0,32.3,1.649
2040,poblano,1,pepper,64,1536,0.2176,6.4,1.92,550.4,0,112,0,51.456,37.1,0,1088,12.8,0,6.4,0.0832
2041,ground thyme,1,"tsp, ground",1.4,23.9,1.7304,26.46,0.77,127.5,0,11.396,0,0.7,38.2,0,518,3.864,0,3.08,0.0865
2042,clams,3,oz,85,0,1.377,33.15,510.85,12469.5,25.5,39.1,0,0,159,12.8,0,73.1,0,16.15,0.4335
2043,crispy rice cereal,1,cups,29,2862.3,8.8218,1.45,152.83,1957.5,0,36.25,0,18.357,132.8,0.9,116,110.49,0,7.83,0.4031
2044,vegetable juice,1,cups,253,7185.2,0.7084,35.42,427.57,2352.9,0,468.05,0,137.379,222.6,0,1265,55.66,0,27.83,0.3036
2045,kamut,1,cups,186,14582.4,7.0122,40.92,9.3,27044.4,0,749.58,0,0,364.6,9.3,20646,626.82,0,241.8,6.8448
2046,fish,1,fillet,116,0,0.6496,11.6,60.32,23292.8,58,350.32,0,0,678.6,0,0,111.36,0,31.32,0.3828
2047,garbanzo bean flour,1,cups,92,9982,4.4712,41.4,58.88,20598.8,0,778.32,0,0,637.6,0,9936,356.04,0,152.72,2.5852
2048,fennel seed,1,"tsp, whole",2,0,0.3708,23.92,1.76,316,0,33.88,0,0.42,9.6,0,796,6.9,0,7.7,0.074
2049,boneless pork loin,3,oz,85,0,0.4505,5.95,39.95,18139,54.4,304.3,0,0,1358.3,42.5,0,141.1,0,20.4,1.4705
2050,new england clam chowder,1,cups,254,584.2,1.2192,38.1,871.22,6629.4,0,444.5,0,0,0,0,2540,200.66,0,25.4,0.5842
2051,whole wheat couscous,1,cups,173,0,1.8684,41.52,17.3,22074.8,0,287.18,0,0,202.4,0,8650,650.48,0,76.12,1.4359
2052,farfalle,1,cups,91,2429.7,3.003,19.11,5.46,11866.4,0,202.93,0,0,252.1,0,2912,337.61,0,48.23,1.2831
2053,kahlua,1,floz,34.8,11205.6,0.0209,0.348,2.784,34.8,0,10.44,0,0,36.9,0,0,107.184,9048,1.044,0.0104
2054,dried rice noodles,2,oz,57,68.4,0.399,10.26,103.74,3391.5,0,17.1,0,0,87.2,0,912,207.48,0,6.84,0.4218
2055,lemongrass,1,cups,67,0,5.4739,43.55,4.02,1219.4,0,484.41,0,1.742,79.7,0,0,66.33,0,40.2,1.4941
2056,pickled ginger,2,tbsp,30,3911.1,0.083,2.9648,198.2083,229.1,0,52.6116,0,0.6293,25.6,0,251.7,26.7627,0,5.5492,0.045
2057,low fat swiss cheese,1,slices,28,372.4,0.0476,269.08,55.72,7952,9.8,31.08,0,0,925.1,0,0,50.12,0,10.08,1.092
2058,alcohol,1,jiggers,42,0,0.0168,0,0.42,0,0,0.84,0,0,0,0,0,97.02,14028,0,0.0168
2059,mayonaisse,1,tbsp,13.8,78.7,0.029,1.104,87.63,132.5,5.796,2.76,0,0,1615,25.8,0,93.84,0,0.138,0.0207
2060,sundried tomatoes,1,pieces,2,751.8,0.1818,2.2,2.14,282.2,0,68.54,0,0.784,8.5,0,246,5.16,0,3.88,0.0398
2061,parmesan reggiano,1,tbsp,5,3.5,0.0245,42.65,90.2,1421,4.3,9,0,0,768.6,43.8,0,21,0,1.7,0.21
2062,i cant believe its not butter,1,tbsp,14,0,0.0294,0.56,90.44,28,0.14,5.04,0,0,1230.9,619.1,0,59.36,0,0.14,0.0084
2063,honey crisp apples,1,"medium (3"" dia)",182,18909.8,0.2184,10.92,1.82,473.2,0,194.74,0,8.372,51,0,4368,94.64,0,9.1,0.0728
2064,granola,0.5,cups,61,12078,2.4095,46.36,15.86,8338.7,0,328.79,0,0.732,2413.8,14,5429,298.29,0,102.48,2.5437
2065,low fat mozzarella cheese,1,cups,86,1926.4,0.1978,615.76,586.52,20321.8,55.9,112.66,1247,0,9865.9,609.7,0,261.44,0,24.94,3.1046
2066,hash brown potatoes,1,patties,53,296.8,0.318,10.07,299.98,1367.4,0,188.15,0,2.862,1346.2,29.7,1431,144.16,0,11.13,0.1908
2067,chicken gravy,0.25,cups,57,171,0.0513,5.7,221.73,404.7,2.85,23.94,171,0,364.2,6.3,57,27.36,0,1.71,0.0456
2068,cranberry sauce,1,cups,277,87947.5,1.1357,8.31,13.85,2493,0,77.56,0,2.77,19.4,0,3047,440.43,0,5.54,0.0831
2069,condensed cream of chicken soup,0.5,cups,126,680.4,1.3356,17.64,884.52,2998.8,10.08,61.74,0,0.126,2138.2,0,0,113.4,0,5.04,0.3654
2070,salt fish,1,oz,28.35,0,0.7088,45.36,1992.1545,17809.5,43.092,413.343,0,0.9923,131,0,0,82.215,0,37.7055,0.4508
2071,sunflower seed,1,cups,128,3494.4,4.864,89.6,7690.24,24742.4,0,1088,0,1.792,6680.3,0,11520,698.88,0,165.12,6.7712
2072,cooked shrimp,3,oz,85,0,0.272,77.35,804.95,19363,179.35,144.5,0,0,442.9,29.8,0,101.15,0,31.45,1.3855
2073,smoked trout,1,oz,28.35,0,0.2637,4.8195,209.5065,8845.2,22.68,107.4465,0,0,294,0,0,49.0455,0,13.3245,0.1588
2074,sweet italian sausage,1,links,102,0,1.2036,18.36,745.62,14535,77.52,258.06,0,2.04,11495.4,0,0,352.92,0,14.28,1.8258
2075,mini peppers,1,mini pepper,27.9,1171.8,0.12,1.953,1.116,276.2,0,58.869,0,35.6283,7.5,0,585.9,8.649,0,3.348,0.0698
2076,cornstarch,1,cups,128,0,0.6016,2.56,11.52,332.8,0,3.84,0,0,11.5,0,1152,487.68,0,3.84,0.0768
2077,cookie,1,"medium (3"" diameter)",30,9870,1.674,6.3,93.3,1530,0,51.3,0,0,2427.3,205.2,600,147.6,0,12.3,0.216
2078,bertolli alfredo sauce,0.25,cups,61,500,0,40,410,2000,40,0,0,0,5000,0,0,110,0,0,0
2079,pine nuts,1,oz (167 kernels),28.35,1017.8,1.5678,4.536,0.567,3881.1,0,169.2495,0,0.2268,1388.9,0,1049,190.7955,0,71.1585,1.8286
2080,cheese crackers,1,cups,62,2808.6,3.0256,84.32,603.26,6776.6,1.86,96.72,0,0,3278.6,336,1426,303.18,0,15.5,0.7378
2081,poppy seed,1,tsp,2.8,83.7,0.2733,40.264,0.728,503.7,0,20.132,0,0.028,126.5,0,546,14.7,0,9.716,0.2212
2082,sliced bread,1,slices,36.8,2086.6,1.3285,52.992,180.32,3256.8,0,46.368,0,0,256.9,9.9,993.6,97.888,0,8.464,0.2723
2083,blackberry jam,1,tbsp,20,9700,0.098,4,6.4,74,0,15.4,0,1.76,2,0,220,55.6,0,0.8,0.012
2084,crunchy peanut butter,2,tbsp,32,2691.2,0.608,14.4,155.52,7699.2,0,238.4,0,0,2434.2,0,2560,188.48,0,51.2,0.8928
2085,lemon zest,1,tbsp,6,250.2,0.048,8.04,0.36,90,0,9.6,0,7.74,2.3,0,636,2.82,0,0.9,0.015
2086,italian parsley,1,tbsp,3.8,32.3,0.2356,5.244,2.128,112.9,0,21.052,0,5.054,5,0,125.4,1.368,0,1.9,0.0407
2087,lady fingers,1,ladyfinger,11,0,0.3938,5.17,16.17,1166,24.31,12.43,0,0,332.4,0,110,39.93,0,1.32,0.1254
2088,toasts,1,slices,22,1364,0.7326,26.18,118.14,1980,0.22,28.82,0,0,168.1,0,638,63.8,0,5.72,0.1496
2089,pumpkin beer,1,cans,356,0,0.0712,14.24,14.24,1637.6,0,96.12,0,0,0,0,0,153.08,13884,21.36,0.0356
2090,poultry seasoning,1,tsp,1.5,27,0.5295,14.94,0.405,143.9,0,10.26,0,0.18,49.4,0,169.5,4.605,0,3.36,0.0471
2091,french loaf,1,slices,64,2956.8,2.5024,33.28,385.28,6880,0,74.88,0,0,338.6,3.2,1408,174.08,0,20.48,0.6656
2092,chicken breast fillet,3,oz,85,0,0.3145,4.25,38.25,19125,62.05,283.9,0,0,478.6,6,0,102,0,23.8,0.578
2093,seaweed,1,sheets,2.6,12.7,0.0468,1.82,1.248,151.1,0,9.256,0,1.014,1.6,0,7.8,0.91,0,0.052,0.0273
2094,miso,1,tbsp,17,1054,0.4233,9.69,633.76,2174.3,0,35.7,0,0,174.3,0,918,33.66,0,8.16,0.4352
2095,toasted oat cereal,1,cups,28,1220.8,9.2876,112.28,139.16,3385.2,0,179.48,0,6.048,420,5.6,2632,105.28,0,31.92,4.6844
2096,dark corn syrup,1,tbsp,20,15518,0.074,3.6,31,0,0,8.8,0,0,0,0,0,57.2,0,1.6,0.008
2097,chili oil,1,tbsp,13.5,22.5,0.0913,0.4544,0.3308,26.1,0,4.509,0,0.166,1841.2,0,59.1,118.112,0,0.3303,0.0054
2098,rye bread,1,slices,32,1232,0.9056,23.36,192.96,2720,0,53.12,0,0.128,200.3,0,1856,82.88,0,12.8,0.3648
2099,champagne vinegar,1,tbsp,14.9,6,0.0045,0.894,0.298,0,0,0.298,0,0,0,0,0,2.682,0,0.149,0.0015
